policy_name,coverage_term,annual_premium,provider,sum_assured,critical_illness,type,age_until,gender,smoker,age,most_notable_5,market_share_top,local_companies,provide_ci,provide_hospital_ins,entered_sg
DIRECT - Etiqa term life,36,376,Etiqa Insurance Pte. Ltd.,400000,0,term,65,f,1,29,0,0,0,1,0,2007
DIRECT - Great Term,36,388,Great Eastern Life,400000,0,term,65,f,1,29,1,1,1,1,1,1908
DIRECT Star Term (non-renewable),36,390,Income Insurance Limited,400000,0,term,65,f,1,29,1,1,1,1,1,1970
DIRECT - Singlife Term Life,36,433,Singapore Life Ltd.,400000,0,term,65,f,1,29,0,1,1,1,1,2022
DIRECT - Term,36,450,China Taiping Insurance (Singapore) Pte. Ltd.,400000,0,term,65,f,1,29,0,0,0,1,0,2003
Direct-LICS New Secure Future Term Plan,36,454,LIC (Singapore) Pte Ltd,400000,0,term,65,f,1,29,0,0,0,0,0,2013
DIRECT- ManuAssure Term,37,460,Manulife (Singapore) Pte. Ltd.,400000,0,term,65,f,1,29,1,1,0,1,0,1899
DIRECT - PRUprotect term @ 65,36,508,Prudential Assurance Company Singapore (Pte) Limited,400000,0,term,65,f,1,29,1,1,0,1,1,1931
DIRECT - AIA Term Cover,37,612,AIA Singapore,400000,0,term,65,f,1,29,1,1,0,1,1,1931
DIRECT - Etiqa term life with CI,36,716,Etiqa Insurance Pte. Ltd.,400000,1,term,65,m,0,29,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),36,716,Tokio Marine Life Insurance Singapore Ltd,400000,1,term,65,m,0,29,0,0,0,1,0,1923
DIRECT - HSBC Life - Term Lite and Termcare,37,764,HSBC Life (Singapore) Pte. Ltd.,400000,1,term,65,m,0,29,0,1,0,1,1,2022
DIRECT - Term,36,831,China Taiping Insurance (Singapore) Pte. Ltd.,400000,1,term,65,m,0,29,0,0,0,1,0,2003
DIRECT - Term Life,36,856,FWD SINGAPORE PTE. LTD.,400000,1,term,65,m,0,29,0,0,0,1,0,2016
DIRECT - Great Term with Optional DIRECT - Great Critical Care,36,860,Great Eastern Life,400000,1,term,65,m,0,29,1,1,1,1,1,1908
DIRECT Star Term (non-renewable),36,866,Income Insurance Limited,400000,1,term,65,m,0,29,1,1,1,1,1,1970
DIRECT - Singlife Term Life,36,882,Singapore Life Ltd.,400000,1,term,65,m,0,29,0,1,1,1,1,2022
DIRECT - China Life Term Plan,36,940,China Life Insurance (Singapore) Pte. Ltd.,400000,1,term,65,m,0,29,0,0,0,1,0,2015
DIRECT- ManuAssure Term (with CI),37,1039,Manulife (Singapore) Pte. Ltd.,400000,1,term,65,m,0,29,1,1,0,1,0,1899
DIRECT - PRUprotect term @ 65,36,1108,Prudential Assurance Company Singapore (Pte) Limited,400000,1,term,65,m,0,29,1,1,0,1,1,1931
DIRECT - AIA Term Cover,37,1320,AIA Singapore,400000,1,term,65,m,0,29,1,1,0,1,1,1931
DIRECT - Term Life,36,704,FWD SINGAPORE PTE. LTD.,400000,1,term,65,f,0,29,0,0,0,1,0,2016
DIRECT - HSBC Life - Term Lite and Termcare,37,748,HSBC Life (Singapore) Pte. Ltd.,400000,1,term,65,f,0,29,0,1,0,1,1,2022
DIRECT- TM Basic Term (Level) (+ Critical Illness),36,804,Tokio Marine Life Insurance Singapore Ltd,400000,1,term,65,f,0,29,0,0,0,1,0,1923
DIRECT - Singlife Term Life,36,811,Singapore Life Ltd.,400000,1,term,65,f,0,29,0,1,1,1,1,2022
DIRECT - Great Term with Optional DIRECT - Great Critical Care,36,863,Great Eastern Life,400000,1,term,65,f,0,29,1,1,1,1,1,1908
DIRECT - Etiqa term life with CI,36,868,Etiqa Insurance Pte. Ltd.,400000,1,term,65,f,0,29,0,0,0,1,0,2007
DIRECT - China Life Term Plan,36,892,China Life Insurance (Singapore) Pte. Ltd.,400000,1,term,65,f,0,29,0,0,0,1,0,2015
DIRECT - Term,36,908,China Taiping Insurance (Singapore) Pte. Ltd.,400000,1,term,65,f,0,29,0,0,0,1,0,2003
DIRECT- ManuAssure Term (with CI),37,972,Manulife (Singapore) Pte. Ltd.,400000,1,term,65,f,0,29,1,1,0,1,0,1899
DIRECT Star Term (non-renewable),36,1062,Income Insurance Limited,400000,1,term,65,f,0,29,1,1,1,1,1,1970
DIRECT - PRUprotect term @ 65,36,1212,Prudential Assurance Company Singapore (Pte) Limited,400000,1,term,65,f,0,29,1,1,0,1,1,1931
DIRECT - AIA Term Cover,37,1320,AIA Singapore,400000,1,term,65,f,0,29,1,1,0,1,1,1931
DIRECT - HSBC Life - Term Lite and Termcare,37,1138,HSBC Life (Singapore) Pte. Ltd.,400000,1,term,65,m,1,29,0,1,0,1,1,2022
DIRECT - Etiqa term life with CI,36,1144,Etiqa Insurance Pte. Ltd.,400000,1,term,65,m,1,29,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),36,1223,Tokio Marine Life Insurance Singapore Ltd,400000,1,term,65,m,1,29,0,0,0,1,0,1923
DIRECT - Great Term with Optional DIRECT - Great Critical Care,36,1301,Great Eastern Life,400000,1,term,65,m,1,29,1,1,1,1,1,1908
DIRECT - Singlife Term Life,36,1308,Singapore Life Ltd.,400000,1,term,65,m,1,29,0,1,1,1,1,2022
DIRECT - Term Life,36,1332,FWD SINGAPORE PTE. LTD.,400000,1,term,65,m,1,29,0,0,0,1,0,2016
DIRECT - China Life Term Plan,36,1412,China Life Insurance (Singapore) Pte. Ltd.,400000,1,term,65,m,1,29,0,0,0,1,0,2015
DIRECT Star Term (non-renewable),36,1639,Income Insurance Limited,400000,1,term,65,m,1,29,1,1,1,1,1,1970
DIRECT - Term,36,1646,China Taiping Insurance (Singapore) Pte. Ltd.,400000,1,term,65,m,1,29,0,0,0,1,0,2003
DIRECT- ManuAssure Term (with CI),37,1651,Manulife (Singapore) Pte. Ltd.,400000,1,term,65,m,1,29,1,1,0,1,0,1899
DIRECT - PRUprotect term @ 65,36,1700,Prudential Assurance Company Singapore (Pte) Limited,400000,1,term,65,m,1,29,1,1,0,1,1,1931
DIRECT - AIA Term Cover,37,2172,AIA Singapore,400000,1,term,65,m,1,29,1,1,0,1,1,1931
DIRECT - Singlife Term Life,36,1046,Singapore Life Ltd.,400000,1,term,65,f,1,29,0,1,1,1,1,2022
DIRECT - HSBC Life - Term Lite and Termcare,37,1084,HSBC Life (Singapore) Pte. Ltd.,400000,1,term,65,f,1,29,0,1,0,1,1,2022
DIRECT - Term Life,36,1144,FWD SINGAPORE PTE. LTD.,400000,1,term,65,f,1,29,0,0,0,1,0,2016
DIRECT - Etiqa term life with CI,36,1220,Etiqa Insurance Pte. Ltd.,400000,1,term,65,f,1,29,0,0,0,1,0,2007
DIRECT - Great Term with Optional DIRECT - Great Critical Care,36,1225,Great Eastern Life,400000,1,term,65,f,1,29,1,1,1,1,1,1908
DIRECT- TM Basic Term (Level) (+ Critical Illness),36,1255,Tokio Marine Life Insurance Singapore Ltd,400000,1,term,65,f,1,29,0,0,0,1,0,1923
DIRECT - China Life Term Plan,36,1400,China Life Insurance (Singapore) Pte. Ltd.,400000,1,term,65,f,1,29,0,0,0,1,0,2015
DIRECT- ManuAssure Term (with CI),37,1493,Manulife (Singapore) Pte. Ltd.,400000,1,term,65,f,1,29,1,1,0,1,0,1899
DIRECT - Term,36,1803,China Taiping Insurance (Singapore) Pte. Ltd.,400000,1,term,65,f,1,29,0,0,0,1,0,2003
DIRECT - PRUprotect term @ 65,36,1824,Prudential Assurance Company Singapore (Pte) Limited,400000,1,term,65,f,1,29,1,1,0,1,1,1931
DIRECT Star Term (non-renewable),36,1996,Income Insurance Limited,400000,1,term,65,f,1,29,1,1,1,1,1,1970
DIRECT - AIA Term Cover,37,2044,AIA Singapore,400000,1,term,65,f,1,29,1,1,0,1,1,1931
DIRECT - Etiqa term life,37,72,Etiqa Insurance Pte. Ltd.,100000,0,term,65,m,0,28,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level),37,92,Tokio Marine Life Insurance Singapore Ltd,100000,0,term,65,m,0,28,0,0,0,1,0,1923
DIRECT - Term,37,98,China Taiping Insurance (Singapore) Pte. Ltd.,100000,0,term,65,m,0,28,0,0,0,1,0,2003
DIRECT - China Life Term Plan,37,109,China Life Insurance (Singapore) Pte. Ltd.,100000,0,term,65,m,0,28,0,0,0,1,0,2015
DIRECT - PRUprotect term @ 65,37,109,Prudential Assurance Company Singapore (Pte) Limited,100000,0,term,65,m,0,28,1,1,0,1,1,1931
DIRECT - Term Life,37,110,FWD SINGAPORE PTE. LTD.,100000,0,term,65,m,0,28,0,0,0,1,0,2016
DIRECT - Great Term,37,111,Great Eastern Life,100000,0,term,65,m,0,28,1,1,1,1,1,1908
DIRECT - AIA Term Cover,38,113,AIA Singapore,100000,0,term,65,m,0,28,1,1,0,1,1,1931
Direct-LICS New Secure Future Term Plan,37,113,LIC (Singapore) Pte Ltd,100000,0,term,65,m,0,28,0,0,0,0,0,2013
DIRECT Star Term (non-renewable),37,115,Income Insurance Limited,100000,0,term,65,m,0,28,1,1,1,1,1,1970
DIRECT - HSBC Life - Term Lite,38,121,HSBC Life (Singapore) Pte. Ltd.,100000,0,term,65,m,0,28,0,1,0,1,1,2022
DIRECT - Singlife Term Life,37,128,Singapore Life Ltd.,100000,0,term,65,m,0,28,0,1,1,1,1,2022
DIRECT- ManuAssure Term,38,131,Manulife (Singapore) Pte. Ltd.,100000,0,term,65,m,0,28,1,1,0,1,0,1899
DIRECT - Etiqa term life,37,62,Etiqa Insurance Pte. Ltd.,100000,0,term,65,f,0,28,0,0,0,1,0,2007
DIRECT - Term Life,37,72,FWD SINGAPORE PTE. LTD.,100000,0,term,65,f,0,28,0,0,0,1,0,2016
DIRECT - Term,37,73,China Taiping Insurance (Singapore) Pte. Ltd.,100000,0,term,65,f,0,28,0,0,0,1,0,2003
DIRECT - Great Term,37,78,Great Eastern Life,100000,0,term,65,f,0,28,1,1,1,1,1,1908
DIRECT - PRUprotect term @ 65,37,78,Prudential Assurance Company Singapore (Pte) Limited,100000,0,term,65,f,0,28,1,1,0,1,1,1931
DIRECT- TM Basic Term (Level),37,85,Tokio Marine Life Insurance Singapore Ltd,100000,0,term,65,f,0,28,0,0,0,1,0,1923
DIRECT - China Life Term Plan,37,86,China Life Insurance (Singapore) Pte. Ltd.,100000,0,term,65,f,0,28,0,0,0,1,0,2015
Direct-LICS New Secure Future Term Plan,37,86,LIC (Singapore) Pte Ltd,100000,0,term,65,f,0,28,0,0,0,0,0,2013
DIRECT Star Term (non-renewable),37,87,Income Insurance Limited,100000,0,term,65,f,0,28,1,1,1,1,1,1970
DIRECT - AIA Term Cover,38,88,AIA Singapore,100000,0,term,65,f,0,28,1,1,0,1,1,1931
DIRECT - HSBC Life - Term Lite,38,90,HSBC Life (Singapore) Pte. Ltd.,100000,0,term,65,f,0,28,0,1,0,1,1,2022
DIRECT- ManuAssure Term,38,94,Manulife (Singapore) Pte. Ltd.,100000,0,term,65,f,0,28,1,1,0,1,0,1899
DIRECT - Singlife Term Life,37,105,Singapore Life Ltd.,100000,0,term,65,f,0,28,0,1,1,1,1,2022
DIRECT - Etiqa term life,37,122,Etiqa Insurance Pte. Ltd.,100000,0,term,65,m,1,28,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level),37,135,Tokio Marine Life Insurance Singapore Ltd,100000,0,term,65,m,1,28,0,0,0,1,0,1923
Direct-LICS New Secure Future Term Plan,37,138,LIC (Singapore) Pte Ltd,100000,0,term,65,m,1,28,0,0,0,0,0,2013
DIRECT - China Life Term Plan,37,149,China Life Insurance (Singapore) Pte. Ltd.,100000,0,term,65,m,1,28,0,0,0,1,0,2015
DIRECT - Great Term,37,153,Great Eastern Life,100000,0,term,65,m,1,28,1,1,1,1,1,1908
DIRECT - Term Life,37,160,FWD SINGAPORE PTE. LTD.,100000,0,term,65,m,1,28,0,0,0,1,0,2016
DIRECT - HSBC Life - Term Lite,38,168,HSBC Life (Singapore) Pte. Ltd.,100000,0,term,65,m,1,28,0,1,0,1,1,2022
DIRECT - PRUprotect term @ 65,37,174,Prudential Assurance Company Singapore (Pte) Limited,100000,0,term,65,m,1,28,1,1,0,1,1,1931
DIRECT - Singlife Term Life,37,175,Singapore Life Ltd.,100000,0,term,65,m,1,28,0,1,1,1,1,2022
DIRECT Star Term (non-renewable),37,194,Income Insurance Limited,100000,0,term,65,m,1,28,1,1,1,1,1,1970
DIRECT - AIA Term Cover,38,199,AIA Singapore,100000,0,term,65,m,1,28,1,1,0,1,1,1931
DIRECT - Term,37,208,China Taiping Insurance (Singapore) Pte. Ltd.,100000,0,term,65,m,1,28,0,0,0,1,0,2003
DIRECT- ManuAssure Term,38,208,Manulife (Singapore) Pte. Ltd.,100000,0,term,65,m,1,28,1,1,0,1,0,1899
DIRECT - Great Term,37,104,Great Eastern Life,100000,0,term,65,f,1,28,1,1,1,1,1,1908
DIRECT - Etiqa term life,37,105,Etiqa Insurance Pte. Ltd.,100000,0,term,65,f,1,28,0,0,0,1,0,2007
DIRECT - Term Life,37,105,FWD SINGAPORE PTE. LTD.,100000,0,term,65,f,1,28,0,0,0,1,0,2016
DIRECT - HSBC Life - Term Lite,38,112,HSBC Life (Singapore) Pte. Ltd.,100000,0,term,65,f,1,28,0,1,0,1,1,2022
Direct-LICS New Secure Future Term Plan,37,112,LIC (Singapore) Pte Ltd,100000,0,term,65,f,1,28,0,0,0,0,0,2013
DIRECT - China Life Term Plan,37,116,China Life Insurance (Singapore) Pte. Ltd.,100000,0,term,65,f,1,28,0,0,0,1,0,2015
DIRECT- TM Basic Term (Level),37,118,Tokio Marine Life Insurance Singapore Ltd,100000,0,term,65,f,1,28,0,0,0,1,0,1923
DIRECT - PRUprotect term @ 65,37,121,Prudential Assurance Company Singapore (Pte) Limited,100000,0,term,65,f,1,28,1,1,0,1,1,1931
DIRECT- ManuAssure Term,38,133,Manulife (Singapore) Pte. Ltd.,100000,0,term,65,f,1,28,1,1,0,1,0,1899
DIRECT - Singlife Term Life,37,133,Singapore Life Ltd.,100000,0,term,65,f,1,28,0,1,1,1,1,2022
DIRECT - AIA Term Cover,38,139,AIA Singapore,100000,0,term,65,f,1,28,1,1,0,1,1,1931
DIRECT Star Term (non-renewable),37,145,Income Insurance Limited,100000,0,term,65,f,1,28,1,1,1,1,1,1970
DIRECT - Term,37,163,China Taiping Insurance (Singapore) Pte. Ltd.,100000,0,term,65,f,1,28,0,0,0,1,0,2003
DIRECT - Etiqa term life with CI,37,186,Etiqa Insurance Pte. Ltd.,100000,1,term,65,m,0,28,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),37,201,Tokio Marine Life Insurance Singapore Ltd,100000,1,term,65,m,0,28,0,0,0,1,0,1923
DIRECT - Great Term with Optional DIRECT - Great Critical Care,37,214,Great Eastern Life,100000,1,term,65,m,0,28,1,1,1,1,1,1908
DIRECT - Term Life,37,228,FWD SINGAPORE PTE. LTD.,100000,1,term,65,m,0,28,0,0,0,1,0,2016
DIRECT - HSBC Life - Term Lite and Termcare,37,232,HSBC Life (Singapore) Pte. Ltd.,100000,1,term,65,m,0,28,0,1,0,1,1,2022
DIRECT - Term,37,234,China Taiping Insurance (Singapore) Pte. Ltd.,100000,1,term,65,m,0,28,0,0,0,1,0,2003
DIRECT - Singlife Term Life,37,240,Singapore Life Ltd.,100000,1,term,65,m,0,28,0,1,1,1,1,2022
DIRECT Star Term (non-renewable),37,248,Income Insurance Limited,100000,1,term,65,m,0,28,1,1,1,1,1,1970
DIRECT - China Life Term Plan,37,255,China Life Insurance (Singapore) Pte. Ltd.,100000,1,term,65,m,0,28,0,0,0,1,0,2015
DIRECT- ManuAssure Term (with CI),38,264,Manulife (Singapore) Pte. Ltd.,100000,1,term,65,m,0,28,1,1,0,1,0,1899
DIRECT - PRUprotect term @ 65,37,270,Prudential Assurance Company Singapore (Pte) Limited,100000,1,term,65,m,0,28,1,1,0,1,1,1931
DIRECT - AIA Term Cover,38,300,AIA Singapore,100000,1,term,65,m,0,28,1,1,0,1,1,1931
DIRECT - Term Life,37,183,FWD SINGAPORE PTE. LTD.,100000,1,term,65,f,0,28,0,0,0,1,0,2016
DIRECT - HSBC Life - Term Lite and Termcare,38,209,HSBC Life (Singapore) Pte. Ltd.,100000,1,term,65,f,0,28,0,1,0,1,1,2022
DIRECT - Great Term with Optional DIRECT - Great Critical Care,37,217,Great Eastern Life,100000,1,term,65,f,0,28,1,1,1,1,1,1908
DIRECT - Singlife Term Life,37,218,Singapore Life Ltd.,100000,1,term,65,f,0,28,0,1,1,1,1,2022
DIRECT - Etiqa term life with CI,37,221,Etiqa Insurance Pte. Ltd.,100000,1,term,65,f,0,28,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),37,230,Tokio Marine Life Insurance Singapore Ltd,100000,1,term,65,f,0,28,0,0,0,1,0,1923
DIRECT - Term,37,242,China Taiping Insurance (Singapore) Pte. Ltd.,100000,1,term,65,f,0,28,0,0,0,1,0,2003
DIRECT- ManuAssure Term (with CI),38,243,Manulife (Singapore) Pte. Ltd.,100000,1,term,65,f,0,28,1,1,0,1,0,1899
DIRECT - China Life Term Plan,37,244,China Life Insurance (Singapore) Pte. Ltd.,100000,1,term,65,f,0,28,0,0,0,1,0,2015
DIRECT Star Term (non-renewable),37,286,Income Insurance Limited,100000,1,term,65,f,0,28,1,1,1,1,1,1970
DIRECT - PRUprotect term @ 65,37,288,Prudential Assurance Company Singapore (Pte) Limited,100000,1,term,65,f,0,28,1,1,0,1,1,1931
DIRECT - AIA Term Cover,38,307,AIA Singapore,100000,1,term,65,f,0,28,1,1,0,1,1,1931
DIRECT - Etiqa term life with CI,37,287,Etiqa Insurance Pte. Ltd.,100000,1,term,65,m,1,28,0,0,0,1,0,2007
DIRECT - Great Term with Optional DIRECT - Great Critical Care,37,318,Great Eastern Life,100000,1,term,65,m,1,28,1,1,1,1,1,1908
DIRECT- TM Basic Term (Level) (+ Critical Illness),37,324,Tokio Marine Life Insurance Singapore Ltd,100000,1,term,65,m,1,28,0,0,0,1,0,1923
DIRECT - HSBC Life - Term Lite and Termcare,38,326,HSBC Life (Singapore) Pte. Ltd.,100000,1,term,65,m,1,28,0,1,0,1,1,2022
DIRECT - Term Life,37,344,FWD SINGAPORE PTE. LTD.,100000,1,term,65,m,1,28,0,0,0,1,0,2016
DIRECT - Singlife Term Life,37,349,Singapore Life Ltd.,100000,1,term,65,m,1,28,0,1,1,1,1,2022
DIRECT - China Life Term Plan,37,367,China Life Insurance (Singapore) Pte. Ltd.,100000,1,term,65,m,1,28,0,0,0,1,0,2015
DIRECT - PRUprotect term @ 65,37,408,Prudential Assurance Company Singapore (Pte) Limited,100000,1,term,65,m,1,28,1,1,0,1,1,1931
DIRECT- ManuAssure Term (with CI),38,428,Manulife (Singapore) Pte. Ltd.,100000,1,term,65,m,1,28,1,1,0,1,0,1899
DIRECT Star Term (non-renewable),37,462,Income Insurance Limited,100000,1,term,65,m,1,28,1,1,1,1,1,1970
DIRECT - Term,37,465,China Taiping Insurance (Singapore) Pte. Ltd.,100000,1,term,65,m,1,28,0,0,0,1,0,2003
DIRECT - AIA Term Cover,38,480,AIA Singapore,100000,1,term,65,m,1,28,1,1,0,1,1,1931
DIRECT - Singlife Term Life,37,279,Singapore Life Ltd.,100000,1,term,65,f,1,28,0,1,1,1,1,2022
DIRECT - Term Life,37,291,FWD SINGAPORE PTE. LTD.,100000,1,term,65,f,1,28,0,0,0,1,0,2016
DIRECT - HSBC Life - Term Lite and Termcare,38,295,HSBC Life (Singapore) Pte. Ltd.,100000,1,term,65,f,1,28,0,1,0,1,1,2022
DIRECT - Great Term with Optional DIRECT - Great Critical Care,37,299,Great Eastern Life,100000,1,term,65,f,1,28,1,1,1,1,1,1908
DIRECT - Etiqa term life with CI,37,305,Etiqa Insurance Pte. Ltd.,100000,1,term,65,f,1,28,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),37,341,Tokio Marine Life Insurance Singapore Ltd,100000,1,term,65,f,1,28,0,0,0,1,0,1923
DIRECT - China Life Term Plan,37,365,China Life Insurance (Singapore) Pte. Ltd.,100000,1,term,65,f,1,28,0,0,0,1,0,2015
DIRECT- ManuAssure Term (with CI),38,378,Manulife (Singapore) Pte. Ltd.,100000,1,term,65,f,1,28,1,1,0,1,0,1899
DIRECT - PRUprotect term @ 65,37,432,Prudential Assurance Company Singapore (Pte) Limited,100000,1,term,65,f,1,28,1,1,0,1,1,1931
DIRECT - AIA Term Cover,38,468,AIA Singapore,100000,1,term,65,f,1,28,1,1,0,1,1,1931
DIRECT - Term,37,481,China Taiping Insurance (Singapore) Pte. Ltd.,100000,1,term,65,f,1,28,0,0,0,1,0,2003
DIRECT Star Term (non-renewable),37,530,Income Insurance Limited,100000,1,term,65,f,1,28,1,1,1,1,1,1970
DIRECT - Etiqa term life,37,124,Etiqa Insurance Pte. Ltd.,200000,0,term,65,m,0,28,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level),37,150,Tokio Marine Life Insurance Singapore Ltd,200000,0,term,65,m,0,28,0,0,0,1,0,1923
DIRECT - Term,37,161,China Taiping Insurance (Singapore) Pte. Ltd.,200000,0,term,65,m,0,28,0,0,0,1,0,2003
DIRECT - HSBC Life - Term Lite,38,162,HSBC Life (Singapore) Pte. Ltd.,200000,0,term,65,m,0,28,0,1,0,1,1,2022
DIRECT Star Term (non-renewable),37,185,Income Insurance Limited,200000,0,term,65,m,0,28,1,1,1,1,1,1970
DIRECT - China Life Term Plan,37,188,China Life Insurance (Singapore) Pte. Ltd.,200000,0,term,65,m,0,28,0,0,0,1,0,2015
DIRECT - Great Term,37,203,Great Eastern Life,200000,0,term,65,m,0,28,1,1,1,1,1,1908
DIRECT - Singlife Term Life,37,215,Singapore Life Ltd.,200000,0,term,65,m,0,28,0,1,1,1,1,2022
DIRECT - PRUprotect term @ 65,37,218,Prudential Assurance Company Singapore (Pte) Limited,200000,0,term,65,m,0,28,1,1,0,1,1,1931
DIRECT - Term Life,37,220,FWD SINGAPORE PTE. LTD.,200000,0,term,65,m,0,28,0,0,0,1,0,2016
DIRECT - AIA Term Cover,38,226,AIA Singapore,200000,0,term,65,m,0,28,1,1,0,1,1,1931
Direct-LICS New Secure Future Term Plan,37,226,LIC (Singapore) Pte Ltd,200000,0,term,65,m,0,28,0,0,0,0,0,2013
DIRECT- ManuAssure Term,38,262,Manulife (Singapore) Pte. Ltd.,200000,0,term,65,m,0,28,1,1,0,1,0,1899
DIRECT - Etiqa term life,37,104,Etiqa Insurance Pte. Ltd.,200000,0,term,65,f,0,28,0,0,0,1,0,2007
DIRECT - Term,37,119,China Taiping Insurance (Singapore) Pte. Ltd.,200000,0,term,65,f,0,28,0,0,0,1,0,2003
DIRECT - HSBC Life - Term Lite,38,121,HSBC Life (Singapore) Pte. Ltd.,200000,0,term,65,f,0,28,0,1,0,1,1,2022
DIRECT - Great Term,37,136,Great Eastern Life,200000,0,term,65,f,0,28,1,1,1,1,1,1908
DIRECT Star Term (non-renewable),37,138,Income Insurance Limited,200000,0,term,65,f,0,28,1,1,1,1,1,1970
DIRECT - China Life Term Plan,37,142,China Life Insurance (Singapore) Pte. Ltd.,200000,0,term,65,f,0,28,0,0,0,1,0,2015
DIRECT - Term Life,37,144,FWD SINGAPORE PTE. LTD.,200000,0,term,65,f,0,28,0,0,0,1,0,2016
DIRECT- TM Basic Term (Level),37,146,Tokio Marine Life Insurance Singapore Ltd,200000,0,term,65,f,0,28,0,0,0,1,0,1923
DIRECT - PRUprotect term @ 65,37,156,Prudential Assurance Company Singapore (Pte) Limited,200000,0,term,65,f,0,28,1,1,0,1,1,1931
Direct-LICS New Secure Future Term Plan,37,172,LIC (Singapore) Pte Ltd,200000,0,term,65,f,0,28,0,0,0,0,0,2013
DIRECT - AIA Term Cover,38,176,AIA Singapore,200000,0,term,65,f,0,28,1,1,0,1,1,1931
DIRECT - Singlife Term Life,37,176,Singapore Life Ltd.,200000,0,term,65,f,0,28,0,1,1,1,1,2022
DIRECT- ManuAssure Term,38,189,Manulife (Singapore) Pte. Ltd.,200000,0,term,65,f,0,28,1,1,0,1,0,1899
DIRECT- TM Basic Term (Level),37,222,Tokio Marine Life Insurance Singapore Ltd,200000,0,term,65,m,1,28,0,0,0,1,0,1923
DIRECT - Etiqa term life,37,224,Etiqa Insurance Pte. Ltd.,200000,0,term,65,m,1,28,0,0,0,1,0,2007
DIRECT - HSBC Life - Term Lite,38,225,HSBC Life (Singapore) Pte. Ltd.,200000,0,term,65,m,1,28,0,1,0,1,1,2022
DIRECT - China Life Term Plan,37,268,China Life Insurance (Singapore) Pte. Ltd.,200000,0,term,65,m,1,28,0,0,0,1,0,2015
Direct-LICS New Secure Future Term Plan,37,275,LIC (Singapore) Pte Ltd,200000,0,term,65,m,1,28,0,0,0,0,0,2013
DIRECT - Great Term,37,286,Great Eastern Life,200000,0,term,65,m,1,28,1,1,1,1,1,1908
DIRECT - Singlife Term Life,37,293,Singapore Life Ltd.,200000,0,term,65,m,1,28,0,1,1,1,1,2022
DIRECT Star Term (non-renewable),37,310,Income Insurance Limited,200000,0,term,65,m,1,28,1,1,1,1,1,1970
DIRECT - Term Life,37,320,FWD SINGAPORE PTE. LTD.,200000,0,term,65,m,1,28,0,0,0,1,0,2016
DIRECT - Term,37,341,China Taiping Insurance (Singapore) Pte. Ltd.,200000,0,term,65,m,1,28,0,0,0,1,0,2003
DIRECT - PRUprotect term @ 65,37,348,Prudential Assurance Company Singapore (Pte) Limited,200000,0,term,65,m,1,28,1,1,0,1,1,1931
DIRECT - AIA Term Cover,38,398,AIA Singapore,200000,0,term,65,m,1,28,1,1,0,1,1,1931
DIRECT- ManuAssure Term,38,415,Manulife (Singapore) Pte. Ltd.,200000,0,term,65,m,1,28,1,1,0,1,0,1899
DIRECT - HSBC Life - Term Lite,38,150,HSBC Life (Singapore) Pte. Ltd.,200000,0,term,65,f,1,28,0,1,0,1,1,2022
DIRECT - Great Term,37,187,Great Eastern Life,200000,0,term,65,f,1,28,1,1,1,1,1,1908
DIRECT - Etiqa term life,37,190,Etiqa Insurance Pte. Ltd.,200000,0,term,65,f,1,28,0,0,0,1,0,2007
DIRECT - China Life Term Plan,37,202,China Life Insurance (Singapore) Pte. Ltd.,200000,0,term,65,f,1,28,0,0,0,1,0,2015
DIRECT- TM Basic Term (Level),37,209,Tokio Marine Life Insurance Singapore Ltd,200000,0,term,65,f,1,28,0,0,0,1,0,1923
DIRECT - Term Life,37,210,FWD SINGAPORE PTE. LTD.,200000,0,term,65,f,1,28,0,0,0,1,0,2016
Direct-LICS New Secure Future Term Plan,37,223,LIC (Singapore) Pte Ltd,200000,0,term,65,f,1,28,0,0,0,0,0,2013
DIRECT - Singlife Term Life,37,223,Singapore Life Ltd.,200000,0,term,65,f,1,28,0,1,1,1,1,2022
DIRECT Star Term (non-renewable),37,233,Income Insurance Limited,200000,0,term,65,f,1,28,1,1,1,1,1,1970
DIRECT - PRUprotect term @ 65,37,242,Prudential Assurance Company Singapore (Pte) Limited,200000,0,term,65,f,1,28,1,1,0,1,1,1931
DIRECT - Term,37,266,China Taiping Insurance (Singapore) Pte. Ltd.,200000,0,term,65,f,1,28,0,0,0,1,0,2003
DIRECT- ManuAssure Term,38,266,Manulife (Singapore) Pte. Ltd.,200000,0,term,65,f,1,28,1,1,0,1,0,1899
DIRECT - AIA Term Cover,38,278,AIA Singapore,200000,0,term,65,f,1,28,1,1,0,1,1,1931
DIRECT - Etiqa term life with CI,37,352,Etiqa Insurance Pte. Ltd.,200000,1,term,65,m,0,28,0,0,0,1,0,2007
